Word,Root Word
dibalut,balut
dibanjiri,banjir
dibanterasnya,banteras
dibarisi,baris
dibasahi,basah
dibatasi,batas
dibataskan,batas
dibaurkan,baur
dibayar,bayar
dibedal,bedal
dibeginikan,begini
dibegitukan,begitu
dibelenggui,belenggu
dibenar,benar
dibengisi,bengis
dibentangi,bentang
diberahikan,berahi
diberi,beri
diberkas,berkas
diberkati,berkat
diberkatiNya,berkat
dibetuli,betul
dibiakkan,biak
dibiar,biar
dibiayakan,biaya
dibimbangkan,bimbang
dibimbing,bimbing
diperbini,bini
dibintangi,bintang
dibohongi,bohong
dibolehkan,boleh
dibolosi,bolos
diboncengnya,bonceng
dibonekakan,boneka
diborong,borong
dibubuh,bubuh
diperbudak,budak
dibuka,buka
dibuli,buli
dibumbui,bumbu
dibungai,bungai
dibuntingkan,bunting
dibunuh,bunuh
diburukkan,buruk
dibusukkan,busuk
dicabuli,cabul
dicabut,cabut
dicacak,cacak
dicacat,cacat
dicam,cam
dicandui,candu
dicapai,capai
dicaskan,cas
dicatat,catat
dicebikkan,cebik
diceburi,cebur
dicemar,cemar
dicemburui,cemburu
dicemuh,cemuh
dicengkam,cengkam
dicereweti,cerewet
dicergaskan,cergas
diceroboh,ceroboh
dicintai,cinta
dicita,cita
dicorakkan,corak
dicuaikan,cuai
dicuba,cuba
dicucuh,cucuh
dicucuri,cucur
didamparkan,dampar
didampingi,damping
didandan,dandan
didasarkan,dasar
didatangi,datang
didatangkan,datang
didatarkan,datar
diperdaya,perdaya
didebitkan,debit
didereti,deret
dideretkan,deret
di,di
dia,dia
diabetes,diabetes
diafragma,diafragma
diagnosa,diagnosa
diagnosis,diagnosis
diagnostik,diagnostik
diakoni,diakoni
diakronik,diakronik
dialek,dialek
dialektik,dialektik
dialisis,dialisis
dialog,dialog
dialognya,dialog
diam,diam
diamlah,diam
diamnya,diam
diami,diami
diamkan,diam
diameter,diameter
dian,dian
diang,diang
diari,diari
diat,diat
diatkan,diat
diayah,diayah
dibaja,baja
didaktik,didaktik
didal,didal
didih,dih
didihkan,didih
didik,didik
didikan,didik
didis,didis
diesel,diesel
diet,diet
dietnya,diet
dif,dif
difteria,difteria
diftong,diftong
digit,digit
digital,digital
dikara,dikara
dikau,dikau
dikir,dikir
dikit,dikit
diksa,diksa
diktator,diktator
dil,dil
dila,dila
dilah,dilah
dilam,dilam
dilema,dilema
dim,dim
dimensi,dimensi
dinamik,dinamik
dinamika,dinamika
dinamit,dinamit
dinamo,dinamo
dinar,dinar
dinas,dinas
dinasti,dinasti
dinda,dinda
dinding,dinding
dindingnya,dinding
ding,ding
dingin,dingin
didinginkan,dingin
dinginbeku,dingin beku
dinginbekukan,dingin beku
dingkis,dingkis
dingkit,dingkit
dini,dini
dinihari,dinihari
dinosaur,dinosaur
dioksida,dioksida
dioksin,dioksin
dipan,dipan
dipati,dipati
diploma,diploma
diplomanya,diploma
diplomasi,diplomasi
diplomat,diplomat
diplomatik,diplomatik
direktori,direktori
dirgahayu,dirgahayu
dirham,dirham
diri,diri
dirikan,diri
diris,diris
dirus,dirus
disenteri,disenteri
disertasi,disertasi
disiplin,disiplin
disiplinkan,disiplin
disiplinnya,disiplin
diskaun,diskaun
disko,disko
diskotek,diskotek
diskriminasi,diskriminasi
didiskriminasikan,diskriminasi
diskusi,diskusi
didiskusikan,diskusi
dispensari,dispensari
distribusi,distribusi
dito,dito
dius,dius
dividen,dividen
divisyen,divisyen
diwangsa,diwangsa
didoakan,doa
didominasikan,dominasi
didongengkan,dongeng
didorong,dorong
didukuni,dukun
dielektronikkan,elektronik
dienakkan,enak
diendahkan,endah
diertikan,erti
difanakan,fana
difatwa,fatwa
difikir,fikir
difilemkan,filem
digaduhkan,gaduh
digaji,gaji
digalang,galang
digantung,gantung
dipergantungi,gantung
digenangi,genang
digenggam,genggam
digertak,gertak
digeruni,gerun
digilai,gila
digondolkan,gondol
digredkan,gred
digulaikan,gulai
digulung,gulung
digusari,gusar
dihadamkan,hadam
dihakimi,hakim
dihakiskan,hakis
dihambur,hambur
dihampari,hampar
dihantui,hantu
diharu,haru
dihayunnya,hayun
dihempap,hempap
dihempas,hempas
diheningkan,hening
diheret,heret
dihibakan,hiba
dihidu,hidu
dihidupi,hidup
dihikayatkan,hikayat
dihinggapi,hinggap
dihisap,hisap
dihuni,huni
dihunjam,hunjam
dihutankan,hutan
diijabkabulkan,ijab kabul
diiktiraf,iktiraf
diilhamkan,ilham
diimplementasikan,implementasi
diingininya,ingin
diinterpretasi,interpretasi
diperisteri,isteri
diistimewakan,istimewa
diisyaratkan,isyarat
dijaja,jaja
dijamah,jamah
dijamak,jamak
dijangkiti,jangkit
dijauhkannya,jauh
dijauhinya,jauh
dijelajah,jelajah
dijemba,jemba
dijemput,jemput
dijilat,jilat
dijual,jual
dijudikan,judi
dijumpai,jumpa
dijunamkan,junam
dijurus,jurus
dikafani,kafan
dikahwini,kahwin
dikaitkan,kait
dikajangi,kajang
dikalahkan,kalah
dikandung,kandung
dikanunkan,kanun
dikaparkan,kapar
dikasadkan,kasad
dikasihi,kasih
dikata,kata
dikaulkan,kaul
dikawal,kawal
dikawatkan,kawat
dikebas,kebas
dikecohkan,kecoh
dikecupi,kecup
dikedaikan,kedai
dikejapkan,kejap
dikejar,kejar
diperkejikan,keji
dikejut,kejut
dikekal,kekal
dikeluari,keluar
dikemaskini,kemas kini
dikenakan,kena
dikenalpasti,kenal pasti
dikenang,kenang
dikencangkan,kencang
dikendurikan,kenduri
dikepalai,kepala
dikerasi,keras
dikerubungi,kerubung
dikerumuni,kerumun
dikerumunkan,kerumun
dikhidmati,khidmat
dikhutbahkan,khutbah
dikilang,kilang
dikirikan,kiri
dikomputerkan,komputer
dikopek,kopek
dikorporatkan,korporat
dikotorkan,kotor
dikoyak,koyak
dikuak,kuak
dikuasainya,kuasa
dikuasakan,kuasa
dikuiskan,kuis
dikukuhi,kukuh
dikumandangkan,kumandang
dikumuhkan,kumuh
dikunjunginya,kunjung
dikursus,kursus
diperladangkan,ladang
dilagakkan,lagak
dilagukan,lagu
dilahirkan,lahir
dilanggar,langgar
dilangkah,langkah
dilapik,lapik
dilapisi,lapisi
dilautkan,laut
dilawan,lawan
dilayan,layan
dilayur,layur
diledak,ledak
dilekat,lekat
dilencongkan,lencong
dilengkungi,lengkung
dilentur,lentur
dilepasi,lepas
dilihat,lihat
dilimpahi,limpah
dilingkarkan,lingkar
dilingkari,lingkar
dilingkungi,lingkung
dilingkupi,lingkup
diliputi,liput
dilitupi,litup
dilonggari,longgar
dilorongkan,lorong
dilubangkan,lubang
dilubangi,lubang
dilucuti,lucut
diludah,ludah
dilukai,luka
dilunturkan,luntur
dimadu,madu
dipermadukan,madu
dimahkotakan,mahkota
dimahukan,mahu
dipermainnya,main
dimakamkan,makam
dimakan,makan
dimarah,marah
dimarakkan,marak
dimasuki,masuk
dimasyarakatkan,masyarakat
dimatangkan,matang
dimerahi,merah
dimesyuaratkan,mesyuarat
diminati,minat
dimiringkan,miring
dimuat,muat
dimudahkan,mudah
dimuktamadkan,muktamad
dinaik,naik
dinaiktaraf,naiktaraf
dinanti,nanti
dinaskan,nas
dinasihati,nasihat
dinaungi,naung
dinobatkan,nobat
dinodai,noda
dinomborkan,nombor
dioperasi,operasi
diorganisasikan,organisasi
diorientasikan,orientasi
dipacu,pacu
dipadakan,pada
dipadankan,padan
dipadatkan,padat
dipagar,pagar
dipajak,pajak
dipakai,pakai
dipaksa,paksa
dipanaskan,panas
dipandang,pandang
dipanjat,panjat
dipantangkan,pantang
dipantaskan,pantas
dipantau,pantau
dipantunkan,pantun
dipapar,papar
dipasung,pasung
dipatuk,patuk
dipecat,pecat
dipecut,pecut
dipegang,pegang
dipencilkan,pencil
dipentingkan,penting
dipercikkan,percik
diperingkatkan,peringkat
diperkasa,perkasa
diperlukan,perlu
dipertamakan,pertama
dipesan,pesan
dipesonakan,pesona
dipetik,petik
dipikul,pikul
dipimpin,pimpin
dipinggiri,pinggir
dipinjam,pinjam
dipinta,pinta
diposkan,pos
dipropagandakan,propaganda
dipukaunya,pukau
dipulas,pulas
dipunyai,punya
dipusakai,pusaka
dipusakakan,pusaka
diputarbalikkan,putarbalik
diputarbelitkan,putarbelit
diputerakan,putera
diputihkan,putih
diraba,raba
dirahmati,rahmat
dirahmatiNya,rahmati
dirajah,rajah
dirakamnya,rakam
dirampas,rampas
dirancang,rancang
diserasikan,serasi
dirasuki,rasuk
diratakan,rata
dirawat,rawat
dirayakan,raya
direbahkan,rebah
direbak,rebak
direbut,rebut
diregang,regang
direjam,rejam
direlai,rela
direnang,renang
dirimbunkan,rimbun
dirindu,rindu
diringgiti,ringgit
dirisaukan,risau
dirugikan,rugi
dirujuk,rujuk
dirukunkan,rukun
diserumahkan,serumah
diruncing,runcing
diruntuh,runtuh
diruntun,runtun
dirunuti,runut
dirupakan,rupa
diserupakan,rupa
dirusuhkan,rusuh
disah,sah
disalah,salah
disalibkan,salib
dipersama,sama
disayang,sayang
disebabkannya,sebab
diseka,seka
diselalukan,selalu
diselaput,selaput
disemayamkan,semayam
disenaraihitam,senaraihitam
disentap,sentap
disepadu,sepadu
disiang,siang
disimbolkan,simbol
disinggahi,singgah
disisip,sisip
diskripkan,skrip
disungutkan,sungut
disusut,susut
disyaki,syak
ditajamkan,tajam
ditakhtakan,takhta
ditakluk,takluk
ditambat,tambat
ditanggapi,tanggap
ditangkis,tangkis
ditawar,tawar
diteduhi,teduh
ditempel,tempel
ditenggelami,tenggelam
ditentang,tentang
dipertikaikannya,pertikai
ditikam,tikam
ditimbun,timbun
ditindan,tindan
dianaktirikan,anaktiri
dititahkan,titah
ditumangkan,tumang
ditumbuhi,tumbuh
ditumpanginya,tumpang
ditunggang,tunggang
dituruninya,turun
diturutinya,turut
diujinya,uji
diukirnya,ukir
diupahi,upah
diurusnya,urus
diuruskannya,urus
diusap,usap
diusirnya,usir
diusungnya,usung
diwakilinya,wakil
diwarnainya,warna
diwartakannya,warta
diyakini,yakin
